,count,x_col,y_row,x_min,y_min,x_max,y_max
161,70,144,93,0.5152626518906246,0.332773796012695,0.5188408647509761,0.33635200887304656
162,28,15,93,0.05367319290527339,0.332773796012695,0.05725140576562495,0.33635200887304656
163,38,167,106,0.5975615476787104,0.3792905631972653,0.6011397605390619,0.3828687760576169
164,47,198,41,0.7084861463496087,0.14670672727441395,0.7120643592099604,0.15028494013476548
165,26,120,112,0.42938554324218714,0.4007598403593747,0.4329637561025387,0.4043380532197262
166,31,95,110,0.33993022173339815,0.39360341463867154,0.3435084345937497,0.3971816274990231
167,32,183,45,0.6548129534443353,0.16101957871582018,0.658391166304687,0.16459779157617174
168,63,32,39,0.1145028115312499,0.13955030155371081,0.11808102439160147,0.14312851441406238
169,34,186,79,0.66554759202539,0.28267881596777317,0.6691258048857416,0.28625702882812476
170,42,200,45,0.7156425720703119,0.16101957871582018,0.7192207849306634,0.16459779157617174
171,22,161,117,0.5760922705166011,0.4186509046611325,0.5796704833769526,0.422229117521484
172,30,179,53,0.6405001020029292,0.18964528159863264,0.6440783148632807,0.1932234944589842
173,41,137,65,0.49021516186816366,0.23258383592285137,0.4937933747285152,0.23616204878320293
174,43,235,47,0.8408800221826165,0.16817600443652328,0.844458235042968,0.17175421729687484
175,61,49,95,0.1753324301572264,0.33993022173339815,0.17891064301757797,0.3435084345937497
176,27,144,23,0.5152626518906246,0.08229889578808587,0.5188408647509761,0.08587710864843742
177,17,209,16,0.747846487813476,0.05725140576562495,0.7514247006738275,0.06082961862597651
178,39,13,57,0.04651676718457027,0.20395813304003887,0.050094980044921834,0.20753634590039044
179,32,226,98,0.8086761064394524,0.3506648603144528,0.812254319299804,0.35424307317480436
180,31,221,101,0.7907850421376946,0.3613994988955075,0.7943632549980462,0.3649777117558591
181,48,58,78,0.20753634590039044,0.27910060310742163,0.211114558760742,0.28267881596777317
182,30,120,106,0.42938554324218714,0.3792905631972653,0.4329637561025387,0.3828687760576169
183,31,125,13,0.44727660754394494,0.04651676718457027,0.4508548204042965,0.050094980044921834
184,34,97,34,0.3470866474541013,0.12165923725195302,0.3506648603144528,0.12523745011230458
185,56,111,49,0.3971816274990231,0.1753324301572264,0.4007598403593747,0.17891064301757797
186,58,26,64,0.09303353436914054,0.2290056230624998,0.0966117472294921,0.23258383592285137
187,9,47,123,0.16817600443652328,0.4401201818232418,0.17175421729687484,0.44369839468359334
188,35,97,53,0.3470866474541013,0.18964528159863264,0.3506648603144528,0.1932234944589842
189,32,177,14,0.633343676282226,0.050094980044921834,0.6369218891425775,0.05367319290527339
190,62,188,46,0.6727040177460931,0.16459779157617174,0.6762822306064448,0.16817600443652328
191,66,63,74,0.22542741020214824,0.26478775166601537,0.2290056230624998,0.26836596452636696
192,46,110,66,0.39360341463867154,0.23616204878320293,0.3971816274990231,0.23974026164355447
193,26,93,114,0.332773796012695,0.40791626608007775,0.33635200887304656,0.41149447894042934
194,54,201,56,0.7192207849306634,0.20037992017968734,0.722798997791015,0.20395813304003887
195,45,189,28,0.6762822306064448,0.10018996008984367,0.6798604434667963,0.10376817295019522
196,28,170,36,0.6082961862597651,0.12881566297265615,0.6118743991201167,0.13239387583300768
197,32,135,66,0.48305873614746053,0.23616204878320293,0.48663694900781207,0.23974026164355447
198,63,45,35,0.16101957871582018,0.12523745011230458,0.16459779157617174,0.12881566297265615
199,35,189,97,0.6762822306064448,0.3470866474541013,0.6798604434667963,0.3506648603144528
200,49,219,77,0.7836286164169916,0.2755223902470701,0.7872068292773431,0.27910060310742163
201,35,142,102,0.5081062261699214,0.3649777117558591,0.5116844390302729,0.3685559246162106
202,25,192,112,0.6870168691874994,0.4007598403593747,0.6905950820478509,0.4043380532197262
203,37,235,55,0.8408800221826165,0.19680170731933577,0.844458235042968,0.20037992017968734
204,67,29,84,0.10376817295019522,0.30056988026953096,0.10734638581054678,0.30414809312988256
205,33,66,28,0.23616204878320293,0.10018996008984367,0.23974026164355447,0.10376817295019522
206,22,67,16,0.23974026164355447,0.05725140576562495,0.24331847450390603,0.06082961862597651
207,28,93,112,0.332773796012695,0.4007598403593747,0.33635200887304656,0.4043380532197262
208,35,218,98,0.7800504035566399,0.3506648603144528,0.7836286164169916,0.35424307317480436
209,33,207,46,0.7406900620927728,0.16459779157617174,0.7442682749531243,0.16817600443652328
210,28,202,119,0.722798997791015,0.42580733038183555,0.7263772106513665,0.42938554324218714
211,34,101,105,0.3613994988955075,0.37571235033691375,0.3649777117558591,0.3792905631972653
212,33,238,39,0.8516146607636711,0.13955030155371081,0.8551928736240227,0.14312851441406238
213,52,188,43,0.6727040177460931,0.15386315299511705,0.6762822306064448,0.1574413658554686
214,63,82,44,0.2934134545488279,0.1574413658554686,0.2969916674091794,0.16101957871582018
215,54,147,89,0.5259972904716792,0.31846094457128876,0.5295755033320307,0.32203915743164035
216,23,138,121,0.4937933747285152,0.4329637561025387,0.49737158758886674,0.43654196896289027
217,48,222,56,0.7943632549980462,0.20037992017968734,0.7979414678583977,0.20395813304003887
218,51,129,89,0.46158945898535114,0.31846094457128876,0.46516767184570273,0.32203915743164035
219,47,187,61,0.6691258048857416,0.21827098448144513,0.6727040177460931,0.22184919734179667
220,45,146,41,0.5224190776113277,0.14670672727441395,0.5259972904716792,0.15028494013476548
221,25,15,27,0.05367319290527339,0.0966117472294921,0.05725140576562495,0.10018996008984367
222,27,248,23,0.8873967893671867,0.08229889578808587,0.8909750022275383,0.08587710864843742
223,31,233,88,0.8337235964619133,0.3148827317109372,0.837301809322265,0.31846094457128876
224,33,54,15,0.1932234944589842,0.05367319290527339,0.19680170731933577,0.05725140576562495
225,64,90,71,0.32203915743164035,0.2540531130849607,0.3256173702919919,0.2576313259453123
226,26,92,24,0.3291955831523435,0.08587710864843742,0.332773796012695,0.08945532150878899
227,58,211,92,0.755002913534179,0.3291955831523435,0.7585811263945306,0.332773796012695
228,44,155,64,0.5546229933544917,0.2290056230624998,0.5582012062148433,0.23258383592285137
229,59,223,48,0.7979414678583977,0.17175421729687484,0.8015196807187493,0.1753324301572264
230,55,196,53,0.7013297206289056,0.18964528159863264,0.7049079334892572,0.1932234944589842
231,37,160,88,0.5725140576562495,0.3148827317109372,0.5760922705166011,0.31846094457128876
232,34,212,98,0.7585811263945306,0.3506648603144528,0.7621593392548821,0.35424307317480436
233,56,115,51,0.41149447894042934,0.18248885587792954,0.4150726918007809,0.18606706873828108
234,38,61,36,0.21827098448144513,0.12881566297265615,0.22184919734179667,0.13239387583300768
235,74,45,89,0.16101957871582018,0.31846094457128876,0.16459779157617174,0.32203915743164035
236,60,127,88,0.45443303326464807,0.3148827317109372,0.4580112461249996,0.31846094457128876
237,51,155,61,0.5546229933544917,0.21827098448144513,0.5582012062148433,0.22184919734179667
238,33,72,87,0.2576313259453123,0.3113045188505857,0.26120953880566383,0.3148827317109372
239,28,97,41,0.3470866474541013,0.14670672727441395,0.3506648603144528,0.15028494013476548
240,18,83,9,0.2969916674091794,0.03220391574316404,0.30056988026953096,0.035782128603515595
241,21,112,115,0.4007598403593747,0.41149447894042934,0.4043380532197262,0.4150726918007809
242,36,239,33,0.8551928736240227,0.11808102439160147,0.8587710864843743,0.12165923725195302
243,60,231,41,0.8265671707412102,0.14670672727441395,0.8301453836015618,0.15028494013476548
244,53,90,52,0.32203915743164035,0.18606706873828108,0.3256173702919919,0.18964528159863264
245,33,240,20,0.8587710864843743,0.07156425720703119,0.8623492993447258,0.07514247006738274
246,72,143,91,0.5116844390302729,0.3256173702919919,0.5152626518906246,0.3291955831523435
247,38,230,49,0.8229889578808587,0.1753324301572264,0.8265671707412102,0.17891064301757797
248,47,120,52,0.42938554324218714,0.18606706873828108,0.4329637561025387,0.18964528159863264
249,43,26,100,0.09303353436914054,0.35782128603515595,0.0966117472294921,0.3613994988955075
250,66,30,90,0.10734638581054678,0.32203915743164035,0.11092459867089834,0.3256173702919919
251,66,65,58,0.23258383592285137,0.20753634590039044,0.23616204878320293,0.211114558760742
252,50,216,89,0.7728939778359368,0.31846094457128876,0.7764721906962884,0.32203915743164035
253,19,9,18,0.03220391574316404,0.06440783148632807,0.035782128603515595,0.06798604434667962
254,26,174,68,0.6226090377011714,0.24331847450390603,0.6261872505615229,0.2468966873642576
255,50,227,60,0.812254319299804,0.21469277162109357,0.8158325321601555,0.21827098448144513
256,43,95,93,0.33993022173339815,0.332773796012695,0.3435084345937497,0.33635200887304656
257,49,220,83,0.7872068292773431,0.2969916674091794,0.7907850421376946,0.30056988026953096
258,47,22,50,0.0787206829277343,0.17891064301757797,0.08229889578808587,0.18248885587792954
259,29,206,120,0.7371118492324212,0.42938554324218714,0.7406900620927728,0.4329637561025387
260,51,70,77,0.25047490022460916,0.2755223902470701,0.2540531130849607,0.27910060310742163
261,34,10,39,0.035782128603515595,0.13955030155371081,0.03936034146386715,0.14312851441406238
262,31,73,56,0.26120953880566383,0.20037992017968734,0.26478775166601537,0.20395813304003887
263,54,32,82,0.1145028115312499,0.2934134545488279,0.11808102439160147,0.2969916674091794
264,31,117,94,0.4186509046611325,0.33635200887304656,0.422229117521484,0.33993022173339815
265,41,185,53,0.6619693791650385,0.18964528159863264,0.66554759202539,0.1932234944589842
266,51,62,48,0.22184919734179667,0.17175421729687484,0.22542741020214824,0.1753324301572264
267,40,44,47,0.1574413658554686,0.16817600443652328,0.16101957871582018,0.17175421729687484
268,44,81,56,0.2898352416884763,0.20037992017968734,0.2934134545488279,0.20395813304003887
269,30,35,27,0.12523745011230458,0.0966117472294921,0.12881566297265615,0.10018996008984367
270,26,127,32,0.45443303326464807,0.1145028115312499,0.4580112461249996,0.11808102439160147
271,48,145,66,0.5188408647509761,0.23616204878320293,0.5224190776113277,0.23974026164355447
272,66,202,69,0.722798997791015,0.2468966873642576,0.7263772106513665,0.25047490022460916
273,40,62,100,0.22184919734179667,0.35782128603515595,0.22542741020214824,0.3613994988955075
274,56,135,86,0.48305873614746053,0.3077263059902341,0.48663694900781207,0.3113045188505857
275,45,215,45,0.7693157649755853,0.16101957871582018,0.7728939778359368,0.16459779157617174
276,61,57,39,0.20395813304003887,0.13955030155371081,0.20753634590039044,0.14312851441406238
277,22,131,75,0.46874588470605427,0.26836596452636696,0.47232409756640586,0.2719441773867185
278,42,62,93,0.22184919734179667,0.332773796012695,0.22542741020214824,0.33635200887304656
279,41,169,104,0.6047179733994136,0.37213413747656215,0.6082961862597651,0.37571235033691375
280,36,217,89,0.7764721906962884,0.31846094457128876,0.7800504035566399,0.32203915743164035
281,29,105,20,0.37571235033691375,0.07156425720703119,0.3792905631972653,0.07514247006738274
282,67,222,59,0.7943632549980462,0.211114558760742,0.7979414678583977,0.21469277162109357
283,44,196,83,0.7013297206289056,0.2969916674091794,0.7049079334892572,0.30056988026953096
284,41,116,77,0.4150726918007809,0.2755223902470701,0.4186509046611325,0.27910060310742163
285,41,67,97,0.23974026164355447,0.3470866474541013,0.24331847450390603,0.3506648603144528
286,35,198,25,0.7084861463496087,0.08945532150878899,0.7120643592099604,0.09303353436914054
287,26,211,108,0.755002913534179,0.3864469889179684,0.7585811263945306,0.39002520177831995
288,44,189,53,0.6762822306064448,0.18964528159863264,0.6798604434667963,0.1932234944589842
289,32,210,27,0.7514247006738275,0.0966117472294921,0.755002913534179,0.10018996008984367
290,24,109,97,0.39002520177831995,0.3470866474541013,0.39360341463867154,0.3506648603144528
291,46,69,56,0.2468966873642576,0.20037992017968734,0.25047490022460916,0.20395813304003887
292,34,55,17,0.19680170731933577,0.06082961862597651,0.20037992017968734,0.06440783148632807
293,25,188,13,0.6727040177460931,0.04651676718457027,0.6762822306064448,0.050094980044921834
294,32,170,77,0.6082961862597651,0.2755223902470701,0.6118743991201167,0.27910060310742163
295,25,176,46,0.6297654634218744,0.16459779157617174,0.633343676282226,0.16817600443652328
296,39,49,50,0.1753324301572264,0.17891064301757797,0.17891064301757797,0.18248885587792954
297,34,178,27,0.6369218891425775,0.0966117472294921,0.6405001020029292,0.10018996008984367
298,28,170,28,0.6082961862597651,0.10018996008984367,0.6118743991201167,0.10376817295019522
299,38,180,52,0.6440783148632807,0.18606706873828108,0.6476565277236322,0.18964528159863264
300,31,224,12,0.8015196807187493,0.04293855432421871,0.8050978935791009,0.04651676718457027
301,72,65,54,0.23258383592285137,0.1932234944589842,0.23616204878320293,0.19680170731933577
302,30,219,106,0.7836286164169916,0.3792905631972653,0.7872068292773431,0.3828687760576169
303,64,149,86,0.5331537161923824,0.3077263059902341,0.5367319290527339,0.3113045188505857
304,61,188,37,0.6727040177460931,0.13239387583300768,0.6762822306064448,0.13597208869335925
305,23,90,106,0.32203915743164035,0.3792905631972653,0.3256173702919919,0.3828687760576169
306,33,154,111,0.5510447804941402,0.3971816274990231,0.5546229933544917,0.4007598403593747
307,32,141,12,0.5045280133095699,0.04293855432421871,0.5081062261699214,0.04651676718457027
308,72,147,55,0.5259972904716792,0.19680170731933577,0.5295755033320307,0.20037992017968734
309,54,151,35,0.5403101419130855,0.12523745011230458,0.543888354773437,0.12881566297265615
310,49,23,80,0.08229889578808587,0.28625702882812476,0.08587710864843742,0.2898352416884763
311,65,208,86,0.7442682749531243,0.3077263059902341,0.747846487813476,0.3113045188505857
312,30,180,79,0.6440783148632807,0.28267881596777317,0.6476565277236322,0.28625702882812476
313,37,157,70,0.5617794190751948,0.25047490022460916,0.5653576319355463,0.2540531130849607
314,35,242,21,0.8659275122050774,0.07514247006738274,0.8695057250654289,0.0787206829277343
315,56,147,64,0.5259972904716792,0.2290056230624998,0.5295755033320307,0.23258383592285137
316,58,190,53,0.6798604434667963,0.18964528159863264,0.6834386563271478,0.1932234944589842
